
 num     #instances         #bytes  class name
1616:             1             32  [Lorg.yaml.snakeyaml.DumperOptions$LineBreak;
1617:             1             32  [Lorg.yaml.snakeyaml.introspector.BeanAccess;
1618:             1             32  [Lsun.nio.fs.NativeBuffer;
1619:             2             32  [Lsun.reflect.annotation.TypeAnnotation;
1620:             1             32  ch.qos.logback.classic.jul.LevelChangePropagator
1621:             1             32  ch.qos.logback.classic.pattern.LevelConverter
1622:             1             32  ch.qos.logback.classic.pattern.LineSeparatorConverter
1623:             1             32  ch.qos.logback.classic.pattern.MessageConverter
1624:             1             32  ch.qos.logback.classic.pattern.ThreadConverter
1625:             1             32  ch.qos.logback.classic.spi.LoggerContextVO
1626:             1             32  ch.qos.logback.core.helpers.CyclicBuffer
1627:             1             32  com.fasterxml.classmate.TypeBindings
1628:             1             32  com.fasterxml.jackson.annotation.JsonInclude$Value
1629:             1             32  com.fasterxml.jackson.databind.introspect.VisibilityChecker$Std
1630:             2             32  com.fasterxml.jackson.databind.node.JsonNodeFactory
1631:             1             32  com.fasterxml.jackson.databind.ser.std.CalendarSerializer
1632:             1             32  com.fasterxml.jackson.databind.ser.std.DateSerializer
1633:             1             32  com.fasterxml.jackson.databind.ser.std.NumberSerializers$FloatSerializer
1634:             1             32  com.fasterxml.jackson.databind.ser.std.NumberSerializers$IntLikeSerializer
1635:             1             32  com.fasterxml.jackson.databind.ser.std.NumberSerializers$ShortSerializer
1636:             1             32  com.fasterxml.jackson.databind.type.TypeBindings
1637:             1             32  com.fasterxml.jackson.datatype.jsr310.ser.DurationSerializer
1638:             1             32  com.fasterxml.jackson.datatype.jsr310.ser.LocalDateSerializer
1639:             1             32  com.fasterxml.jackson.datatype.jsr310.ser.LocalDateTimeSerializer
1640:             1             32  com.fasterxml.jackson.datatype.jsr310.ser.LocalTimeSerializer
1641:             1             32  com.fasterxml.jackson.datatype.jsr310.ser.MonthDaySerializer
1642:             1             32  com.fasterxml.jackson.datatype.jsr310.ser.OffsetTimeSerializer
1643:             1             32  com.fasterxml.jackson.datatype.jsr310.ser.YearMonthSerializer
1644:             1             32  com.fasterxml.jackson.datatype.jsr310.ser.YearSerializer
1645:             2             32  com.sun.beans.WeakCache
1646:             1             32  com.sun.beans.finder.BeanInfoFinder
1647:             1             32  com.sun.jmx.mbeanserver.Repository
1648:             2             32  com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$PrologDriver
1649:             2             32  com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$TrailingMiscDriver
1650:             2             32  com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$XMLDeclDriver
1651:             1             32  com.sun.org.apache.xerces.internal.impl.XMLEntityScanner$1
1652:             2             32  com.sun.org.apache.xerces.internal.impl.dv.dtd.ENTITYDatatypeValidator
1653:             1             32  com.sun.org.apache.xerces.internal.util.NamespaceSupport
1654:             2             32  com.sun.proxy.$Proxy16
1655:             2             32  com.sun.proxy.$Proxy19
1656:             2             32  com.sun.proxy.$Proxy27
1657:             2             32  com.sun.proxy.$Proxy28
1658:             2             32  com.sun.proxy.$Proxy45
1659:             2             32  com.sun.proxy.$Proxy55
1660:             1             32  io.github.kimmking.gateway.server.ApiServerApplication$$EnhancerBySpringCGLIB$$69527564
1661:             1             32  java.beans.PropertyChangeEvent
1662:             1             32  java.beans.ThreadGroupContext
1663:             1             32  java.beans.ThreadGroupContext$1
1664:             1             32  java.io.FileNotFoundException
1665:             1             32  java.io.RandomAccessFile
1666:             1             32  java.io.WinNTFileSystem
1667:             1             32  java.lang.ArithmeticException
1668:             1             32  java.lang.ArrayIndexOutOfBoundsException
1669:             1             32  java.lang.ClassCastException
1670:             2             32  java.lang.ClassLoader$3
1671:             1             32  java.lang.IllegalStateException
1672:             1             32  java.lang.NullPointerException
1673:             2             32  java.lang.Shutdown$Lock
1674:             2             32  java.lang.invoke.$Proxy62
1675:             1             32  java.lang.reflect.WeakCache
1676:             1             32  java.lang.reflect.WeakCache$Factory
1677:             2             32  java.net.URLClassLoader$3$1
1678:             2             32  java.nio.ByteOrder
1679:             1             32  java.nio.DirectByteBuffer$Deallocator
1680:             2             32  java.security.AllPermission
1681:             1             32  java.text.DontCareFieldPosition
1682:             1             32  java.time.format.DateTimeFormatterBuilder$FractionPrinterParser
1683:             2             32  java.util.AbstractMap$1
1684:             1             32  java.util.Formatter
1685:             1             32  java.util.ServiceLoader
1686:             1             32  java.util.StringJoiner
1687:             1             32  java.util.UUID
1688:             1             32  java.util.concurrent.ConcurrentSkipListMap$HeadIndex
1689:             2             32  java.util.concurrent.CountDownLatch
1690:             1             32  java.util.concurrent.ThreadLocalRandom
1691:             1             32  java.util.concurrent.atomic.AtomicReferenceFieldUpdater$AtomicReferenceFieldUpdaterImpl
1692:             1             32  java.util.logging.LogManager$SystemLoggerContext
1693:             2             32  java.util.regex.Pattern$Dot
1694:             1             32  java.util.stream.Collectors$CollectorImpl
1695:             1             32  java.util.stream.ReduceOps$3
1696:             1             32  java.util.stream.ReduceOps$3ReducingSink
1697:             1             32  javax.management.MBeanConstructorInfo
1698:             1             32  org.apache.catalina.mapper.Mapper
1699:             1             32  org.apache.catalina.mapper.Mapper$MappedHost
1700:             1             32  org.apache.catalina.util.ConcurrentDateFormat
1701:             1             32  org.apache.coyote.AbstractProtocol$ConnectionHandler
1702:             1             32  org.apache.coyote.CompressionConfig
1703:             1             32  org.apache.logging.log4j.status.StatusLogger$BoundedQueue
1704:             2             32  org.apache.logging.log4j.util.EnvironmentPropertySource
1705:             2             32  org.apache.logging.log4j.util.PropertiesUtil
1706:             2             32  org.apache.logging.log4j.util.PropertyFilePropertySource
1707:             2             32  org.apache.logging.log4j.util.PropertySource$Comparator
1708:             2             32  org.apache.logging.log4j.util.SystemPropertiesPropertySource
1709:             1             32  org.apache.tomcat.util.collections.ManagedConcurrentWeakHashMap
1710:             1             32  org.apache.tomcat.util.descriptor.web.LoginConfig
1711:             1             32  org.apache.tomcat.util.digester.RulesBase
1712:             1             32  org.apache.tomcat.util.scan.StandardJarScanner
1713:             1             32  org.apache.tomcat.util.threads.LimitLatch
1714:             1             32  org.apache.tomcat.util.threads.LimitLatch$Sync
1715:             1             32  org.apache.tomcat.util.threads.TaskThreadFactory
1716:             1             32  org.apache.tomcat.websocket.server.WsWriteTimeout
1717:             1             32  org.hibernate.validator.internal.cfg.context.DefaultConstraintMapping
1718:             1             32  org.hibernate.validator.internal.engine.ValidatorFactoryImpl$BeanMetaDataManagerKey
1719:             1             32  org.hibernate.validator.internal.engine.constraintvalidation.HibernateConstraintValidatorInitializationContextImpl
1720:             1             32  org.hibernate.validator.internal.engine.scripting.DefaultScriptEvaluatorFactory
1721:             1             32  org.hibernate.validator.internal.engine.valueextraction.ValueExtractorResolver
1722:             1             32  org.hibernate.validator.internal.metadata.core.ConstraintHelper
1723:             1             32  org.hibernate.validator.internal.metadata.provider.AnnotationMetaDataProvider
1724:             1             32  org.hibernate.validator.internal.metadata.raw.BeanConfiguration
1725:             1             32  org.springframework.beans.factory.annotation.RequiredAnnotationBeanPostProcessor
1726:             1             32  org.springframework.boot.DefaultApplicationArguments$Source
1727:             1             32  org.springframework.boot.autoconfigure.AutoConfigurationImportSelector
1728:             1             32  org.springframework.boot.autoconfigure.condition.ConditionEvaluationReport
1729:             1             32  org.springframework.boot.autoconfigure.context.ConfigurationPropertiesAutoConfiguration$$EnhancerBySpringCGLIB$$af3ed12f
1730:             1             32  org.springframework.boot.autoconfigure.context.PropertyPlaceholderAutoConfiguration$$EnhancerBySpringCGLIB$$c06bb81a
1731:             1             32  org.springframework.boot.autoconfigure.http.HttpEncodingProperties
1732:             1             32  org.springframework.boot.autoconfigure.http.JacksonHttpMessageConvertersConfiguration$$EnhancerBySpringCGLIB$$3d4007a3
1733:             1             32  org.springframework.boot.autoconfigure.http.JacksonHttpMessageConvertersConfiguration$MappingJackson2HttpMessageConverterConfiguration$$EnhancerBySpringCGLIB$$46ccd415
1734:             1             32  org.springframework.boot.autoconfigure.http.codec.CodecsAutoConfiguration$$EnhancerBySpringCGLIB$$325cd8de
1735:             1             32  org.springframework.boot.autoconfigure.http.codec.CodecsAutoConfiguration$JacksonCodecConfiguration$$EnhancerBySpringCGLIB$$278f612d
1736:             1             32  org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$$EnhancerBySpringCGLIB$$fd546301
1737:             1             32  org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$Jackson2ObjectMapperBuilderCustomizerConfiguration$$EnhancerBySpringCGLIB$$88ac6d7a
1738:             1             32  org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$JacksonObjectMapperConfiguration$$EnhancerBySpringCGLIB$$1b48c572
1739:             1             32  org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$ParameterNamesModuleConfiguration$$EnhancerBySpringCGLIB$$af77e4a8
1740:             1             32  org.springframework.boot.autoconfigure.jmx.ParentAwareNamingStrategy
1741:             2             32  org.springframework.boot.autoconfigure.mustache.MustacheTemplateAvailabilityProvider
1742:             1             32  org.springframework.boot.autoconfigure.security.SecurityProperties$User
1743:             1             32  org.springframework.boot.autoconfigure.security.reactive.ReactiveSecurityAutoConfiguration$$EnhancerBySpringCGLIB$$22132461
1744:             2             32  org.springframework.boot.autoconfigure.thymeleaf.ThymeleafTemplateAvailabilityProvider
1745:             1             32  org.springframework.boot.autoconfigure.validation.ValidationAutoConfiguration$$EnhancerBySpringCGLIB$$30b4d66b
1746:             1             32  org.springframework.boot.autoconfigure.web.ErrorProperties
1747:             1             32  org.springframework.boot.autoconfigure.web.ResourceProperties
1748:             1             32  org.springframework.boot.autoconfigure.web.ServerProperties$Jetty
1749:             1             32  org.springframework.boot.autoconfigure.web.ServerProperties$Undertow$Accesslog
1750:             1             32  org.springframework.boot.autoconfigure.web.embedded.EmbeddedWebServerFactoryCustomizerAutoConfiguration$$EnhancerBySpringCGLIB$$d51d45c3
1751:             1             32  org.springframework.boot.autoconfigure.web.servlet.DispatcherServletAutoConfiguration$$EnhancerBySpringCGLIB$$ae179a9e
1752:             2             32  org.springframework.boot.autoconfigure.web.servlet.JspTemplateAvailabilityProvider
1753:             1             32  org.springframework.boot.autoconfigure.web.servlet.MultipartProperties
1754:             1             32  org.springframework.boot.autoconfigure.web.servlet.ServletWebServerFactoryAutoConfiguration$$EnhancerBySpringCGLIB$$af6e6d44
1755:             1             32  org.springframework.boot.autoconfigure.web.servlet.ServletWebServerFactoryConfiguration$EmbeddedTomcat$$EnhancerBySpringCGLIB$$2a37b7cb
1756:             1             32  org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$$EnhancerBySpringCGLIB$$f3f78458
1757:             1             32  org.springframework.boot.autoconfigure.web.servlet.error.DefaultErrorViewResolver
1758:             1             32  org.springframework.boot.autoconfigure.web.servlet.error.NonRecursivePropertyPlaceholderHelper
1759:             1             32  org.springframework.boot.autoconfigure.websocket.servlet.WebSocketServletAutoConfiguration$$EnhancerBySpringCGLIB$$80a42fb3
1760:             1             32  org.springframework.boot.autoconfigure.websocket.servlet.WebSocketServletAutoConfiguration$TomcatWebSocketConfiguration$$EnhancerBySpringCGLIB$$384f5ad0
1761:             1             32  org.springframework.boot.context.config.ConfigFileApplicationListener
1762:             1             32  org.springframework.boot.context.event.ApplicationReadyEvent
1763:             1             32  org.springframework.boot.context.event.ApplicationStartedEvent
1764:             1             32  org.springframework.boot.context.logging.LoggingApplicationListener
1765:             2             32  org.springframework.boot.context.properties.ConfigurationPropertiesBinder$$Lambda$184/1134612201
1766:             2             32  org.springframework.boot.context.properties.bind.BindConverter
1767:             2             32  org.springframework.boot.context.properties.bind.BindConverter$CompositeConversionService
1768:             2             32  org.springframework.boot.context.properties.bind.BindConverter$TypeConverterConverter
1769:             2             32  org.springframework.boot.context.properties.bind.Bindable$$Lambda$98/1769597131
1770:             2             32  org.springframework.boot.context.properties.bind.Bindable$$Lambda$99/1983747920
1771:             1             32  org.springframework.boot.context.properties.bind.Binder
1772:             2             32  org.springframework.boot.context.properties.bind.Binder$$Lambda$52/1023714065
1773:             2             32  org.springframework.boot.context.properties.bind.Binder$$Lambda$61/1330106945
1774:             2             32  org.springframework.boot.context.properties.bind.handler.IgnoreTopLevelConverterNotFoundBindHandler
1775:             1             32  org.springframework.boot.convert.ApplicationConversionService
1776:             2             32  org.springframework.boot.convert.StringToDurationConverter
1777:             1             32  org.springframework.boot.logging.logback.LogbackLoggingSystem$1
1778:             1             32  org.springframework.boot.web.embedded.tomcat.TomcatWebServer
1779:             1             32  org.springframework.boot.web.server.Compression
1780:             2             32  org.springframework.boot.web.server.MimeMappings
1781:             1             32  org.springframework.boot.web.servlet.context.ServletWebServerInitializedEvent
1782:             1             32  org.springframework.cglib.core.AbstractClassGenerator$ClassLoaderData
1783:             1             32  org.springframework.cglib.core.ClassNameReader$EarlyExitException
1784:             2             32  org.springframework.cglib.proxy.DispatcherGenerator
1785:             1             32  org.springframework.context.annotation.AnnotatedBeanDefinitionReader
1786:             1             32  org.springframework.context.annotation.ComponentScanAnnotationParser
1787:             1             32  org.springframework.context.annotation.ComponentScanAnnotationParser$1
1788:             1             32  org.springframework.context.annotation.ConfigurationClassParser$ImportStack
1789:             1             32  org.springframework.context.annotation.ContextAnnotationAutowireCandidateResolver$1
1790:             1             32  org.springframework.context.event.EventListenerMethodProcessor
1791:             1             32  org.springframework.context.support.DefaultLifecycleProcessor
1792:             1             32  org.springframework.context.support.DefaultLifecycleProcessor$$Lambda$318/524241174
1793:             1             32  org.springframework.context.support.DelegatingMessageSource
1794:             1             32  org.springframework.context.support.PropertySourcesPlaceholderConfigurer$1
1795:             2             32  org.springframework.core.convert.support.ArrayToCollectionConverter
1796:             2             32  org.springframework.core.convert.support.ArrayToObjectConverter
1797:             2             32  org.springframework.core.convert.support.ArrayToStringConverter
1798:             2             32  org.springframework.core.convert.support.ByteBufferConverter
1799:             2             32  org.springframework.core.convert.support.CharacterToNumberFactory
1800:             2             32  org.springframework.core.convert.support.CollectionToCollectionConverter
1801:             2             32  org.springframework.core.convert.support.CollectionToObjectConverter
1802:             2             32  org.springframework.core.convert.support.EnumToIntegerConverter
1803:             2             32  org.springframework.core.convert.support.EnumToStringConverter
1804:             2             32  org.springframework.core.convert.support.FallbackObjectToStringConverter
1805:             2             32  org.springframework.core.convert.support.GenericConversionService$NoOpConverter
1806:             2             32  org.springframework.core.convert.support.IdToEntityConverter
1807:             2             32  org.springframework.core.convert.support.IntegerToEnumConverterFactory
1808:             2             32  org.springframework.core.convert.support.MapToMapConverter
1809:             2             32  org.springframework.core.convert.support.NumberToCharacterConverter
1810:             2             32  org.springframework.core.convert.support.NumberToNumberConverterFactory
1811:             2             32  org.springframework.core.convert.support.ObjectToArrayConverter
1812:             2             32  org.springframework.core.convert.support.ObjectToCollectionConverter
1813:             2             32  org.springframework.core.convert.support.ObjectToObjectConverter
1814:             2             32  org.springframework.core.convert.support.ObjectToOptionalConverter
1815:             2             32  org.springframework.core.convert.support.PropertiesToStringConverter
1816:             2             32  org.springframework.core.convert.support.StreamConverter
1817:             2             32  org.springframework.core.convert.support.StringToArrayConverter
1818:             2             32  org.springframework.core.convert.support.StringToBooleanConverter
1819:             2             32  org.springframework.core.convert.support.StringToCharacterConverter
1820:             2             32  org.springframework.core.convert.support.StringToCharsetConverter
1821:             2             32  org.springframework.core.convert.support.StringToCollectionConverter
1822:             2             32  org.springframework.core.convert.support.StringToCurrencyConverter
1823:             2             32  org.springframework.core.convert.support.StringToEnumConverterFactory
1824:             2             32  org.springframework.core.convert.support.StringToLocaleConverter
1825:             2             32  org.springframework.core.convert.support.StringToNumberConverterFactory
1826:             2             32  org.springframework.core.convert.support.StringToPropertiesConverter
1827:             2             32  org.springframework.core.convert.support.StringToTimeZoneConverter
1828:             2             32  org.springframework.core.convert.support.StringToUUIDConverter
1829:             2             32  org.springframework.core.convert.support.ZoneIdToTimeZoneConverter
1830:             2             32  org.springframework.core.convert.support.ZonedDateTimeToCalendarConverter
1831:             1             32  org.springframework.core.task.SimpleAsyncTaskExecutor$ConcurrencyThrottleAdapter
1832:             2             32  org.springframework.expression.spel.standard.SpelExpressionParser
1833:             2             32  org.springframework.format.datetime.DateTimeFormatAnnotationFormatterFactory
1834:             2             32  org.springframework.format.datetime.standard.DateTimeConverters$CalendarToInstantConverter
1835:             2             32  org.springframework.format.datetime.standard.DateTimeConverters$CalendarToLocalDateConverter
1836:             2             32  org.springframework.format.datetime.standard.DateTimeConverters$CalendarToLocalDateTimeConverter
1837:             2             32  org.springframework.format.datetime.standard.DateTimeConverters$CalendarToLocalTimeConverter
1838:             2             32  org.springframework.format.datetime.standard.DateTimeConverters$CalendarToOffsetDateTimeConverter
1839:             2             32  org.springframework.format.datetime.standard.DateTimeConverters$CalendarToZonedDateTimeConverter
1840:             2             32  org.springframework.format.datetime.standard.DateTimeConverters$InstantToLongConverter
1841:             2             32  org.springframework.format.datetime.standard.DateTimeConverters$LocalDateTimeToLocalDateConverter
1842:             2             32  org.springframework.format.datetime.standard.DateTimeConverters$LocalDateTimeToLocalTimeConverter
1843:             2             32  org.springframework.format.datetime.standard.DateTimeConverters$LongToInstantConverter
1844:             2             32  org.springframework.format.datetime.standard.DateTimeConverters$OffsetDateTimeToInstantConverter
1845:             2             32  org.springframework.format.datetime.standard.DateTimeConverters$OffsetDateTimeToLocalDateConverter
1846:             2             32  org.springframework.format.datetime.standard.DateTimeConverters$OffsetDateTimeToLocalDateTimeConverter
1847:             2             32  org.springframework.format.datetime.standard.DateTimeConverters$OffsetDateTimeToLocalTimeConverter
1848:             2             32  org.springframework.format.datetime.standard.DateTimeConverters$OffsetDateTimeToZonedDateTimeConverter
1849:             2             32  org.springframework.format.datetime.standard.DateTimeConverters$ZonedDateTimeToInstantConverter
1850:             2             32  org.springframework.format.datetime.standard.DateTimeConverters$ZonedDateTimeToLocalDateConverter
1851:             2             32  org.springframework.format.datetime.standard.DateTimeConverters$ZonedDateTimeToLocalDateTimeConverter
1852:             2             32  org.springframework.format.datetime.standard.DateTimeConverters$ZonedDateTimeToLocalTimeConverter
1853:             2             32  org.springframework.format.datetime.standard.DateTimeConverters$ZonedDateTimeToOffsetDateTimeConverter
1854:             2             32  org.springframework.format.datetime.standard.DurationFormatter
1855:             2             32  org.springframework.format.datetime.standard.InstantFormatter
1856:             2             32  org.springframework.format.datetime.standard.Jsr310DateTimeFormatAnnotationFormatterFactory
1857:             2             32  org.springframework.format.datetime.standard.MonthDayFormatter
1858:             2             32  org.springframework.format.datetime.standard.MonthFormatter
1859:             2             32  org.springframework.format.datetime.standard.PeriodFormatter
1860:             2             32  org.springframework.format.datetime.standard.YearFormatter
1861:             2             32  org.springframework.format.datetime.standard.YearMonthFormatter
1862:             2             32  org.springframework.format.number.NumberFormatAnnotationFormatterFactory
1863:             2             32  org.springframework.jmx.export.annotation.AnnotationJmxAttributeSource
1864:             1             32  org.springframework.jmx.export.assembler.MetadataMBeanInfoAssembler
1865:             1             32  org.springframework.jmx.export.assembler.SimpleReflectiveMBeanInfoAssembler
1866:             1             32  org.springframework.jmx.export.naming.KeyNamingStrategy
1867:             1             32  org.springframework.jmx.support.MBeanServerFactoryBean
1868:             2             32  org.springframework.web.method.annotation.RequestParamMapMethodArgumentResolver
1869:             1             32  org.springframework.web.servlet.config.annotation.PathMatchConfigurer
1870:             1             32  org.springframework.web.servlet.mvc.method.RequestMappingInfo$BuilderConfiguration
1871:             2             32  org.springframework.web.servlet.mvc.method.annotation.JsonViewResponseBodyAdvice
1872:             2             32  org.springframework.web.servlet.mvc.method.annotation.MatrixVariableMapMethodArgumentResolver
1873:             2             32  org.springframework.web.servlet.mvc.method.annotation.ModelAndViewMethodReturnValueHandler
1874:             2             32  org.springframework.web.servlet.mvc.method.annotation.PathVariableMapMethodArgumentResolver
1875:             1             32  org.springframework.web.servlet.mvc.method.annotation.ReactiveTypeHandler
1876:             2             32  org.springframework.web.servlet.mvc.method.annotation.RedirectAttributesMethodArgumentResolver
1877:             1             32  org.springframework.web.servlet.mvc.method.annotation.RequestPartMethodArgumentResolver
1878:             1             32  org.springframework.web.servlet.mvc.method.annotation.ServletCookieValueMethodArgumentResolver
1879:             2             32  org.springframework.web.servlet.mvc.method.annotation.ViewMethodReturnValueHandler
1880:             2             32  org.springframework.web.servlet.mvc.method.annotation.ViewNameMethodReturnValueHandler
1881:             1             32  org.springframework.web.servlet.resource.ResourceUrlProvider
1882:             1             32  org.springframework.web.servlet.view.BeanNameViewResolver
1883:             1             32  sun.misc.FloatingDecimal$ASCIIToBinaryBuffer
1884:             2             32  sun.nio.ch.SocketDispatcher
1885:             1             32  sun.nio.cs.StandardCharsets
1886:             1             32  sun.nio.fs.NativeBuffer
1887:             1             32  sun.nio.fs.WindowsFileSystem
1888:             1             32  sun.reflect.annotation.AnnotatedTypeFactory$AnnotatedTypeBaseImpl
1889:             1             32  sun.security.provider.PolicyFile
1890:             1             32  sun.security.provider.PolicyFile$PolicyInfo
1891:             1             24  [Lch.qos.logback.core.joran.spi.ConsoleTarget;
1892:             1             24  [Lch.qos.logback.core.subst.Node$Type;
1893:             1             24  [Lcom.fasterxml.jackson.databind.Module;
1894:             1             24  [Lcom.sun.org.apache.xalan.internal.utils.XMLSecurityPropertyManager$Property;
1895:             1             24  [Lcom.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$Property;
1896:             1             24  [Ljava.io.File$PathStatus;
1897:             1             24  [Ljava.lang.ClassValue$Entry;
1898:             1             24  [Ljava.net.InetAddress$Cache$Type;
1899:             1             24  [Ljava.net.StandardProtocolFamily;
1900:             1             24  [Ljava.time.temporal.IsoFields$Unit;
1901:             1             24  [Ljava.util.Locale$Category;
1902:             1             24  [Ljava.util.concurrent.ConcurrentHashMap$CounterCell;
1903:             1             24  [Ljdk.xml.internal.JdkXmlFeatures$XmlFeature;
1904:             1             24  [Lorg.apache.catalina.Service;
1905:             1             24  [Lorg.apache.catalina.WebResource;
1906:             1             24  [Lorg.apache.catalina.mapper.Mapper$ContextVersion;
1907:             1             24  [Lorg.apache.catalina.mapper.Mapper$MappedContext;
1908:             1             24  [Lorg.apache.catalina.mapper.Mapper$MappedHost;
1909:             1             24  [Lorg.apache.tomcat.util.IntrospectionUtils$PropertySource;
1910:             1             24  [Lorg.apache.tomcat.util.net.AbstractEndpoint$Acceptor;
1911:             1             24  [Lorg.apache.tomcat.util.net.NioEndpoint$Poller;
1912:             1             24  [Lorg.hibernate.validator.internal.metadata.descriptor.ConstraintDescriptorImpl$ConstraintType;
1913:             1             24  [Lorg.springframework.boot.autoconfigure.condition.ConditionMessage$Style;
1914:             1             24  [Lorg.springframework.boot.autoconfigure.condition.OnClassCondition$MatchType;
1915:             1             24  [Lorg.springframework.boot.autoconfigure.http.HttpEncodingProperties$Type;
1916:             1             24  [Lorg.springframework.boot.autoconfigure.web.servlet.WebMvcProperties$LocaleResolver;
1917:             1             24  [Lorg.springframework.boot.context.ConfigurationWarningsApplicationContextInitializer$Check;
1918:             1             24  [Lorg.springframework.boot.context.properties.source.ConfigurationPropertyName$Form;
1919:             1             24  [Lorg.springframework.context.annotation.ConfigurationCondition$ConfigurationPhase;
1920:             1             24  [Lorg.springframework.core.ResolvableType$WildcardBounds$Kind;
1921:             1             24  [Lorg.springframework.core.env.PropertySources;
1922:             1             24  [Lorg.springframework.util.ConcurrentReferenceHashMap$ReferenceType;
1923:             1             24  [Lorg.springframework.util.ConcurrentReferenceHashMap$Restructure;
1924:             1             24  [Lsun.launcher.LauncherHelper;
1925:             1             24  [Lsun.misc.JavaSecurityProtectionDomainAccess$ProtectionDomainCache;
1926:             1             24  ch.qos.logback.classic.BasicConfigurator
1927:             1             24  ch.qos.logback.classic.spi.TurboFilterList
1928:             1             24  ch.qos.logback.classic.util.ContextSelectorStaticBinder
1929:             1             24  com.fasterxml.jackson.annotation.JsonFormat$Features
1930:             1             24  com.fasterxml.jackson.annotation.JsonSetter$Value
1931:             1             24  com.fasterxml.jackson.core.util.Separators
1932:             1             24  com.fasterxml.jackson.databind.cfg.ContextAttributes$Impl
1933:             1             24  com.fasterxml.jackson.databind.introspect.AnnotatedClass$Creators
1934:             1             24  com.fasterxml.jackson.databind.introspect.JacksonAnnotationIntrospector
1935:             1             24  com.fasterxml.jackson.databind.ser.impl.FailingSerializer
1936:             1             24  com.fasterxml.jackson.datatype.jsr310.deser.LocalDateDeserializer
1937:             1             24  com.fasterxml.jackson.datatype.jsr310.deser.LocalDateTimeDeserializer
1938:             1             24  com.fasterxml.jackson.datatype.jsr310.deser.LocalTimeDeserializer
1939:             1             24  com.fasterxml.jackson.datatype.jsr310.deser.MonthDayDeserializer
1940:             1             24  com.fasterxml.jackson.datatype.jsr310.deser.OffsetTimeDeserializer
1941:             1             24  com.fasterxml.jackson.datatype.jsr310.deser.YearDeserializer
1942:             1             24  com.fasterxml.jackson.datatype.jsr310.deser.YearMonthDeserializer
1943:             1             24  com.fasterxml.jackson.module.paramnames.ParameterNamesAnnotationIntrospector
1944:             1             24  com.sun.beans.util.Cache$Kind$1
1945:             1             24  com.sun.beans.util.Cache$Kind$2
1946:             1             24  com.sun.beans.util.Cache$Kind$3
1947:             1             24  com.sun.jmx.mbeanserver.ClassLoaderRepositorySupport
1948:             1             24  com.sun.jmx.mbeanserver.MXBeanLookup
1949:             1             24  com.sun.jmx.remote.util.ClassLogger
1950:             1             24  com.sun.org.apache.xerces.internal.impl.Constants$ArrayEnumeration
1951:             1             24  com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$ContentDriver
1952:             1             24  com.sun.org.apache.xerces.internal.impl.XMLNSDocumentScannerImpl$NSContentDriver
1953:             1             24  com.sun.org.apache.xerces.internal.impl.msg.XMLMessageFormatter
1954:             1             24  com.sun.org.apache.xerces.internal.impl.validation.ValidationManager
1955:             1             24  com.sun.org.apache.xerces.internal.parsers.AbstractSAXParser$LocatorProxy
1956:             1             24  com.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager
1957:             1             24  java.lang.ClassValue$Version
1958:             1             24  java.lang.Double
1959:             1             24  java.lang.Package$1
1960:             1             24  java.lang.invoke.MethodHandleImpl$4
1961:             1             24  java.lang.invoke.MethodType$ConcurrentWeakInternSet
1962:             1             24  java.net.Inet6AddressImpl
1963:             1             24  java.net.SocketPermissionCollection
1964:             1             24  java.security.AllPermissionCollection
1965:             1             24  java.security.Policy$PolicyInfo
1966:             1             24  java.security.Policy$UnsupportedEmptyCollection
1967:             1             24  java.security.ProtectionDomain$2$1
1968:             1             24  java.time.format.DecimalStyle
1969:             1             24  java.time.temporal.IsoFields$Field$1
1970:             1             24  java.time.temporal.IsoFields$Field$2
1971:             1             24  java.time.temporal.IsoFields$Field$3
1972:             1             24  java.time.temporal.IsoFields$Field$4
1973:             1             24  java.time.zone.TzdbZoneRulesProvider
1974:             1             24  java.util.AbstractMap$1$1
1975:             1             24  java.util.Collections$EmptyMap
1976:             1             24  java.util.Collections$SynchronizedRandomAccessList
1977:             1             24  java.util.Locale$Cache
1978:             1             24  java.util.PropertyPermissionCollection
1979:             1             24  java.util.ResourceBundle$Control$CandidateListCache
1980:             1             24  java.util.ServiceLoader$1
1981:             1             24  java.util.concurrent.ConcurrentSkipListMap$Node
1982:             1             24  java.util.concurrent.TimeUnit$1
1983:             1             24  java.util.concurrent.TimeUnit$2
1984:             1             24  java.util.concurrent.TimeUnit$3
1985:             1             24  java.util.concurrent.TimeUnit$4
1986:             1             24  java.util.concurrent.TimeUnit$5
1987:             1             24  java.util.concurrent.TimeUnit$6
1988:             1             24  java.util.concurrent.TimeUnit$7
1989:             1             24  java.util.logging.LogManager$LoggerContext
