
 num     #instances         #bytes  class name
 745:             6            192  java.util.concurrent.FutureTask
 746:             8            192  java.util.stream.ReferencePipeline$2$1
 747:             4            192  org.apache.catalina.util.Extension
 748:             8            192  org.apache.logging.log4j.Level
 749:             8            192  org.apache.logging.log4j.spi.StandardLevel
 750:             1            192  org.apache.tomcat.util.net.NioEndpoint
 751:             4            192  org.hibernate.validator.internal.metadata.raw.ConstrainedParameter
 752:             4            192  org.hibernate.validator.internal.util.ConcurrentReferenceHashMap
 753:             3            192  org.springframework.beans.factory.support.DefaultListableBeanFactory$NestedDependencyDescriptor
 754:             8            192  org.springframework.boot.context.properties.ConfigurationBeanFactoryMetadata$$Lambda$183/963522361
 755:             6            192  org.springframework.cglib.core.ClassEmitter$FieldInfo
 756:             6            192  org.springframework.cglib.core.DebuggingClassWriter
 757:            12            192  org.springframework.cglib.core.EmitUtils$10
 758:            12            192  org.springframework.cglib.core.EmitUtils$5
 759:            12            192  org.springframework.core.annotation.AnnotatedElementUtils$1
 760:            12            192  org.springframework.format.datetime.standard.TemporalAccessorPrinter
 761:             8            192  org.springframework.http.HttpMethod
 762:             6            192  org.springframework.http.converter.ResourceHttpMessageConverter
 763:             3            192  org.springframework.util.LinkedCaseInsensitiveMap$1
 764:             8            192  org.springframework.web.bind.annotation.RequestMethod
 765:             8            192  org.yaml.snakeyaml.scanner.Constant
 766:             6            192  sun.reflect.generics.repository.ConstructorRepository
 767:             7            184  [Lcom.sun.org.apache.xalan.internal.utils.FeaturePropertyBase$State;
 768:             7            184  [Ljdk.xml.internal.JdkXmlFeatures$State;
 769:             6            184  [Lorg.springframework.web.bind.annotation.RequestMethod;
 770:             1            176  com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator
 771:             1            176  com.sun.org.apache.xerces.internal.impl.dtd.XMLNSDTDValidator
 772:            11            176  java.util.concurrent.atomic.AtomicBoolean
 773:             2            176  org.apache.catalina.deploy.NamingResourcesImpl
 774:            11            176  org.springframework.boot.context.properties.source.SpringConfigurationPropertySource$DelegatingPropertyMapper
 775:             1            168  [[Ljava.math.BigInteger;
 776:             7            168  ch.qos.logback.classic.Level
 777:             7            168  com.fasterxml.jackson.annotation.JsonInclude$Include
 778:             7            168  com.sun.management.VMOption$Origin
 779:             7            168  com.sun.org.apache.xerces.internal.util.FeatureState
 780:             7            168  java.io.ByteArrayOutputStream
 781:             7            168  java.time.ZoneOffset
 782:             7            168  java.util.Collections$3
 783:             7            168  java.util.concurrent.LinkedBlockingQueue$Node
 784:             3            168  javax.management.openmbean.OpenMBeanOperationInfoSupport
 785:             1            168  org.apache.catalina.core.StandardHost
 786:             7            168  org.apache.tomcat.util.digester.SetPropertiesRule
 787:             7            168  org.springframework.boot.context.properties.source.SpringConfigurationPropertySources$SourcesIterator
 788:             7            168  org.springframework.boot.logging.LogLevel
 789:             7            168  org.springframework.cglib.proxy.CallbackInfo
 790:             7            168  org.springframework.context.event.AbstractApplicationEventMulticaster$ListenerCacheKey
 791:             3            168  org.springframework.core.env.PropertySourcesPropertyResolver
 792:             7            168  org.springframework.web.cors.UrlBasedCorsConfigurationSource
 793:             7            168  org.springframework.web.servlet.mvc.method.annotation.RequestResponseBodyAdviceChain
 794:             3            168  sun.nio.ch.SinkChannelImpl
 795:             3            168  sun.nio.ch.SourceChannelImpl
 796:             4            160  com.fasterxml.jackson.core.Base64Variant
 797:             4            160  com.fasterxml.jackson.core.Version
 798:             4            160  com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer$TableInfo
 799:             5            160  com.fasterxml.jackson.databind.cfg.DeserializerFactoryConfig
 800:             5            160  com.fasterxml.jackson.databind.type.TypeFactory
 801:             4            160  com.sun.org.apache.xerces.internal.impl.dtd.XMLSimpleType
 802:             4            160  java.lang.ClassLoader$NativeLibrary
 803:            10            160  java.nio.channels.spi.AbstractInterruptibleChannel$1
 804:            10            160  java.util.Formatter$Flags
 805:             5            160  java.util.concurrent.ConcurrentHashMap$ReservationNode
 806:             5            160  java.util.regex.Pattern$3
 807:             5            160  javax.management.StandardEmitterMBean
 808:             5            160  org.apache.catalina.core.StandardPipeline
 809:             2            160  org.apache.catalina.core.StandardWrapperValve
 810:             4            160  org.apache.catalina.mbeans.ContainerMBean
 811:            10            160  org.apache.tomcat.util.threads.TaskThread$WrappingRunnable
 812:            10            160  org.springframework.boot.autoconfigure.condition.OnPropertyCondition
 813:            10            160  org.springframework.boot.context.properties.source.SpringIterableConfigurationPropertySource$$Lambda$63/2096057945
 814:            10            160  org.springframework.core.$Proxy6
 815:             4            160  org.springframework.http.converter.json.MappingJackson2HttpMessageConverter
 816:             2            160  org.springframework.web.servlet.handler.SimpleUrlHandlerMapping
 817:             1            160  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter
 818:             4            160  sun.misc.ProxyGenerator$ProxyMethod
 819:             5            160  sun.util.locale.provider.LocaleProviderAdapter$Type
 820:             2            152  [Ljava.time.ZoneOffset;
 821:             2            152  [[Ljava.lang.String;
 822:             1            152  org.apache.catalina.session.StandardManager
 823:             1            152  org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext
 824:             2            144  [Lcom.fasterxml.jackson.core.JsonParser$Feature;
 825:             3            144  [Lsun.nio.ch.SelectionKeyImpl;
 826:             6            144  [[Ljava.lang.annotation.Annotation;
 827:             6            144  com.fasterxml.jackson.annotation.JsonAutoDetect$Visibility
 828:             6            144  com.fasterxml.jackson.core.JsonParser$NumberType
 829:             3            144  com.fasterxml.jackson.datatype.jsr310.deser.InstantDeserializer
 830:             6            144  com.sun.org.apache.xalan.internal.utils.XMLSecurityPropertyManager
 831:             6            144  com.sun.org.apache.xerces.internal.util.Status
 832:             9            144  com.sun.proxy.$Proxy21
 833:             6            144  java.lang.invoke.InnerClassLambdaMetafactory$1
 834:             6            144  java.time.format.DateTimeFormatterBuilder$LocalizedPrinterParser
 835:             6            144  java.util.concurrent.ConcurrentLinkedQueue$Node
 836:             6            144  java.util.regex.Pattern$SingleI
 837:             6            144  javax.validation.executable.ExecutableType
 838:             6            144  jdk.xml.internal.JdkXmlFeatures
 839:             6            144  org.apache.logging.log4j.MarkerManager$Log4jMarker
 840:             9            144  org.hibernate.validator.internal.engine.valueextraction.ArrayElement
 841:             6            144  org.jboss.logging.Logger$Level
 842:             6            144  org.springframework.beans.factory.config.BeanDefinitionHolder
 843:             9            144  org.springframework.boot.autoconfigure.condition.OnWebApplicationCondition
 844:             1            144  org.springframework.boot.web.embedded.tomcat.TomcatEmbeddedWebappClassLoader
 845:             1            144  org.springframework.boot.web.embedded.tomcat.TomcatServletWebServerFactory
 846:             6            144  org.springframework.cglib.core.ClassNameReader$1
 847:             6            144  org.springframework.cglib.core.VisibilityPredicate
 848:             6            144  org.springframework.cglib.core.internal.LoadingCache$2
 849:             6            144  org.springframework.cglib.reflect.FastClassEmitter$3
 850:             6            144  org.springframework.cglib.transform.TransformingClassGenerator
 851:             2            144  org.springframework.context.annotation.ClassPathBeanDefinitionScanner
 852:             9            144  org.springframework.web.context.request.RequestScope
 853:             3            144  org.springframework.web.servlet.mvc.method.RequestMappingInfo
 854:             6            144  sun.misc.PerfCounter
 855:             3            144  sun.nio.ch.WindowsSelectorImpl$FdMap
 856:             3            144  sun.nio.cs.StreamEncoder
 857:             6            144  sun.reflect.generics.scope.ConstructorScope
 858:             5            136  [Ljava.net.InetAddress;
 859:             1            136  [Ljava.time.temporal.ChronoField;
 860:             1            136  org.apache.coyote.http11.Http11NioProtocol
 861:             6            128  [Lcom.fasterxml.jackson.databind.deser.Deserializers;
 862:             4            128  [Lorg.springframework.core.io.Resource;
 863:             4            128  com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer$TableInfo
 864:             4            128  com.fasterxml.jackson.databind.cfg.ConfigOverrides
 865:             4            128  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$ArrayMapping
 866:             1            128  com.sun.org.apache.xerces.internal.impl.XMLEntityManager
 867:             4            128  com.sun.org.apache.xerces.internal.util.XMLResourceIdentifierImpl
 868:             8            128  com.sun.proxy.$Proxy35
 869:             8            128  com.sun.proxy.$Proxy36
 870:             8            128  com.sun.proxy.$Proxy43
 871:             2            128  java.io.ExpiringCache$1
 872:             4            128  java.net.Inet6Address
 873:             4            128  java.net.Inet6Address$Inet6AddressHolder
 874:             4            128  java.security.MessageDigest$Delegate
 875:             8            128  java.util.stream.AbstractPipeline$$Lambda$85/1151020327
 876:             8            128  java.util.stream.StreamSpliterators$WrappingSpliterator$$Lambda$86/1712536284
 877:             8            128  java.util.stream.StreamSpliterators$WrappingSpliterator$$Lambda$87/606548741
 878:             1            128  org.apache.catalina.core.StandardEngine
 879:             4            128  org.apache.tomcat.util.collections.SynchronizedStack
 880:             2            128  org.springframework.boot.autoconfigure.template.TemplateAvailabilityProviders$1
 881:             4            128  org.springframework.context.annotation.ConditionEvaluator$ConditionContextImpl
 882:             4            128  org.springframework.core.type.filter.AnnotationTypeFilter
 883:             4            128  org.springframework.http.converter.StringHttpMessageConverter
 884:             4            128  org.springframework.util.PropertyPlaceholderHelper
 885:             4            128  org.springframework.web.method.annotation.RequestParamMethodArgumentResolver
 886:             2            128  org.springframework.web.servlet.config.annotation.WebMvcConfigurationSupport$EmptyHandlerMapping
 887:             4            128  sun.misc.ProxyGenerator$FieldInfo
 888:             4            128  sun.nio.ch.ServerSocketAdaptor
 889:             2            128  sun.nio.cs.ext.DoubleByte$Encoder_DBCSONLY
 890:             4            128  sun.security.provider.SecureRandom
 891:             5            120  [Lcom.fasterxml.jackson.databind.deser.KeyDeserializers;
 892:             3            120  [Lorg.springframework.http.HttpMethod;
 893:             5            120  ch.qos.logback.core.pattern.parser.TokenStream$TokenizerState
 894:             5            120  ch.qos.logback.core.subst.Token$Type
 895:             5            120  com.fasterxml.jackson.annotation.Nulls
 896:             5            120  com.fasterxml.jackson.core.util.DefaultIndenter
 897:             5            120  com.fasterxml.jackson.databind.cfg.SerializerFactoryConfig
 898:             5            120  com.sun.org.apache.xalan.internal.utils.FeaturePropertyBase$State
 899:             5            120  com.sun.org.apache.xalan.internal.utils.XMLSecurityManager$State
 900:             3            120  com.sun.org.apache.xerces.internal.impl.dtd.XMLEntityDecl
 901:             1            120  com.sun.org.apache.xerces.internal.jaxp.SAXParserImpl$JAXPSAXParser
 902:             5            120  com.sun.org.apache.xerces.internal.util.PropertyState
 903:             5            120  com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$State
 904:             5            120  com.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$State
 905:             3            120  com.sun.xml.internal.stream.util.BufferAllocator
 906:             3            120  java.lang.invoke.BoundMethodHandle$Species_LL
 907:             5            120  java.time.format.SignStyle
 908:             3            120  java.util.Collections$SingletonMap
 909:             5            120  java.util.concurrent.atomic.AtomicMarkableReference$Pair
 910:             5            120  java.util.stream.ReferencePipeline$3$1
 911:             5            120  java.util.stream.StreamOpFlag$Type
 912:             5            120  javax.servlet.DispatcherType
 913:             5            120  jdk.xml.internal.JdkXmlFeatures$State
 914:             1            120  org.apache.catalina.connector.Connector
 915:             5            120  org.apache.catalina.core.ContainerBase$StartStopThreadFactory
 916:             5            120  org.hibernate.validator.internal.metadata.raw.ConstrainedElement$ConstrainedElementKind
 917:             3            120  org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor$AutowiredMethodElement
 918:             5            120  org.springframework.boot.ansi.AnsiStyle
 919:             5            120  org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$EnableWebMvcConfiguration$$FastClassBySpringCGLIB$$982f18bb
 920:             5            120  org.springframework.boot.context.properties.source.ConfigurationPropertyName$$Lambda$46/325333723
 921:             5            120  org.springframework.boot.web.servlet.DispatcherType
 922:             5            120  org.springframework.context.annotation.FilterType
 923:             5            120  org.springframework.core.io.DefaultResourceLoader
 924:             5            120  org.springframework.http.HttpStatus$Series
 925:             3            120  org.springframework.http.converter.xml.Jaxb2RootElementHttpMessageConverter
 926:             5            120  org.springframework.web.accept.ContentNegotiationManager
 927:             3            120  org.springframework.web.accept.ServletPathExtensionContentNegotiationStrategy
 928:             5            120  org.springframework.web.servlet.mvc.condition.ProducesRequestCondition
 929:             3            120  org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor
 930:             3            120  org.springframework.web.servlet.mvc.method.annotation.RequestResponseBodyMethodProcessor
 931:             5            120  org.yaml.snakeyaml.DumperOptions$ScalarStyle
 932:             3            120  sun.misc.FloatingDecimal$BinaryToASCIIBuffer
 933:             5            120  sun.misc.FloatingDecimal$PreparedASCIIToBinaryBuffer
 934:             3            120  sun.nio.ch.SocketAdaptor
 935:             5            120  sun.nio.fs.WindowsPathType
 936:             5            120  sun.util.resources.ParallelListResourceBundle$KeySet
 937:             2            112  [Lcom.fasterxml.jackson.core.JsonGenerator$Feature;
 938:             5            112  [Lcom.fasterxml.jackson.databind.deser.ValueInstantiators;
 939:             3            112  [Lcom.sun.org.apache.xerces.internal.util.XMLAttributesImpl$Attribute;
 940:             2            112  [Ljava.lang.invoke.MethodType;
 941:             1            112  [Ljava.time.LocalTime;
 942:             7            112  [Lorg.springframework.asm.Attribute;
 943:             2            112  [Lorg.springframework.boot.autoconfigure.cache.CacheType;
 944:             1            112  [Lorg.yaml.snakeyaml.tokens.Token$ID;
 945:             2            112  com.sun.org.apache.xerces.internal.util.XMLAttributesIteratorImpl
 946:             7            112  com.sun.proxy.$Proxy38
 947:             7            112  com.sun.proxy.$Proxy47
 948:             7            112  com.sun.proxy.$Proxy49
 949:             2            112  java.net.SocketPermission
 950:             1            112  org.apache.catalina.core.StandardServer
 951:             1            112  org.apache.tomcat.util.digester.Digester
 952:             7            112  org.springframework.boot.context.properties.source.SpringConfigurationPropertySources$$Lambda$72/1013423070
 953:             2            112  org.springframework.boot.web.client.RestTemplateBuilder
 954:             1            112  org.springframework.context.annotation.ScannedGenericBeanDefinition
 955:             7            112  org.springframework.core.DefaultParameterNameDiscoverer
 956:             7            112  org.springframework.core.LocalVariableTableParameterNameDiscoverer
 957:             7            112  org.springframework.core.StandardReflectionParameterNameDiscoverer
 958:             7            112  org.springframework.util.ReflectionUtils$$Lambda$163/1847509784
 959:             7            112  org.springframework.web.cors.DefaultCorsProcessor
 960:             1            112  org.springframework.web.servlet.DispatcherServlet
 961:             1            104  ch.qos.logback.classic.LoggerContext
 962:             1            104  org.apache.tomcat.util.net.SocketProperties
 963:             1            104  org.springframework.web.servlet.view.InternalResourceViewResolver
 964:             4             96  [Lcom.fasterxml.jackson.databind.type.TypeModifier;
 965:             2             96  [Lcom.sun.org.apache.xerces.internal.utils.XMLSecurityManager$State;
 966:             4             96  [Ljava.net.InetSocketAddress;
 967:             4             96  [Lorg.apache.logging.log4j.Marker;
 968:             2             96  [Lorg.apache.logging.log4j.spi.StandardLevel;
 969:             2             96  [Lorg.springframework.boot.logging.LogLevel;
 970:             4             96  ch.qos.logback.core.pattern.parser.Token
 971:             4             96  ch.qos.logback.core.subst.Token
 972:             4             96  com.fasterxml.jackson.annotation.JsonCreator$Mode
 973:             4             96  com.fasterxml.jackson.core.JsonFactory$Feature
 974:             4             96  com.fasterxml.jackson.databind.deser.DeserializerCache
 975:             4             96  com.fasterxml.jackson.databind.introspect.SimpleMixInResolver
 976:             4             96  com.fasterxml.jackson.databind.module.SimpleDeserializers
 977:             4             96  com.fasterxml.jackson.databind.ser.SerializerCache
 978:             3             96  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$EnumMapping
 979:             3             96  com.sun.org.apache.xalan.internal.utils.XMLSecurityManager$NameMap
 980:             2             96  com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl$ElementStack
 981:             1             96  com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDProcessor
 982:             3             96  com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$NameMap
 983:             6             96  com.sun.proxy.$Proxy44
 984:             3             96  java.io.FileOutputStream
 985:             3             96  java.lang.StringCoding$StringDecoder
 986:             2             96  java.lang.ThreadGroup
 987:             4             96  java.lang.ThreadLocal$ThreadLocalMap
 988:             6             96  java.lang.invoke.LambdaFormEditor
 989:             4             96  java.time.format.DateTimeFormatterBuilder$OffsetIdPrinterParser
 990:             4             96  java.time.format.DateTimeFormatterBuilder$SettingsParser
 991:             4             96  java.time.format.FormatStyle
 992:             2             96  java.util.Hashtable$Enumerator
 993:             2             96  java.util.Properties$LineReader
 994:             4             96  java.util.concurrent.ConcurrentLinkedQueue
 995:             3             96  java.util.logging.LogManager$LoggerContext$1
 996:             4             96  java.util.regex.Pattern$7
 997:             4             96  java.util.regex.Pattern$CharProperty$1
 998:             3             96  java.util.stream.FindOps$FindOp
 999:             4             96  java.util.stream.ReferencePipeline$7$1
1000:             4             96  java.util.stream.StreamShape
1001:             4             96  javax.management.NotificationBroadcasterSupport
1002:             2             96  javax.management.openmbean.TabularType
1003:             1             96  org.apache.catalina.authenticator.NonLoginAuthenticator
1004:             2             96  org.apache.catalina.mbeans.NamingResourcesMBean
1005:             4             96  org.apache.catalina.webresources.EmptyResource
1006:             4             96  org.apache.commons.logging.LogFactory$LogApi
1007:             3             96  org.apache.tomcat.util.buf.UDecoder$DecodeException
1008:             3             96  org.apache.tomcat.util.collections.SynchronizedQueue
1009:             4             96  org.apache.tomcat.util.digester.ArrayStack
1010:             4             96  org.apache.tomcat.util.net.AbstractEndpoint$Acceptor$AcceptorState
1011:             2             96  org.apache.tomcat.util.net.NioEndpoint$Poller
1012:             1             96  org.apache.tomcat.util.threads.ThreadPoolExecutor
1013:             1             96  org.apache.tomcat.websocket.server.WsServerContainer
1014:             4             96  org.springframework.beans.ExtendedBeanInfo
1015:             2             96  org.springframework.beans.PropertyValue
1016:             2             96  org.springframework.beans.SimpleTypeConverter
1017:             3             96  org.springframework.beans.factory.support.DefaultListableBeanFactory$DependencyObjectProvider
1018:             4             96  org.springframework.boot.autoconfigure.jmx.JmxAutoConfiguration$$EnhancerBySpringCGLIB$$3f20b4fd$$FastClassBySpringCGLIB$$605a4723
1019:             4             96  org.springframework.boot.autoconfigure.jmx.JmxAutoConfiguration$$FastClassBySpringCGLIB$$e2017fd7
1020:             6             96  org.springframework.boot.convert.CollectionToDelimitedStringConverter
1021:             6             96  org.springframework.cglib.core.DebuggingClassWriter$1
1022:             6             96  org.springframework.cglib.core.DuplicatesPredicate
1023:             6             96  org.springframework.cglib.core.EmitUtils$11
1024:             6             96  org.springframework.cglib.core.ReflectUtils$4
1025:             6             96  org.springframework.cglib.reflect.FastClassEmitter$1
1026:             4             96  org.springframework.context.annotation.AnnotationScopeMetadataResolver
1027:             4             96  org.springframework.context.annotation.ScopedProxyMode
1028:             4             96  org.springframework.core.SimpleAliasRegistry$$Lambda$176/249155636
1029:             4             96  org.springframework.core.convert.support.GenericConversionService$Converters
1030:             4             96  org.springframework.core.env.PropertySource$StubPropertySource
1031:             4             96  org.springframework.http.converter.ResourceRegionHttpMessageConverter
1032:             1             96  org.springframework.http.converter.json.Jackson2ObjectMapperBuilder
1033:             3             96  org.springframework.http.converter.xml.SourceHttpMessageConverter
1034:             4             96  org.springframework.util.ConcurrentReferenceHashMap$TaskOption
1035:             4             96  org.springframework.web.method.annotation.ModelAttributeMethodProcessor
1036:             3             96  org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistration
1037:             3             96  org.springframework.web.servlet.mvc.condition.PatternsRequestCondition
1038:             3             96  org.springframework.web.servlet.resource.PathResourceResolver
1039:             4             96  org.yaml.snakeyaml.nodes.NodeId
1040:             2             96  sun.management.GarbageCollectorImpl
1041:             1             96  sun.misc.Launcher$AppClassLoader
1042:             3             96  sun.nio.ch.AllocatedNativeObject
1043:             3             96  sun.nio.ch.PollArrayWrapper
1044:             3             96  sun.nio.ch.WindowsSelectorImpl$SubSelector
1045:             4             96  sun.security.jca.GetInstance$Instance
1046:             1             96  sun.security.jca.ProviderList$1
1047:             1             96  sun.security.provider.Sun
1048:             3             96  sun.util.locale.provider.LocaleResources
1049:             3             96  sun.util.locale.provider.LocaleServiceProviderPool
1050:             2             88  [Ljava.nio.file.attribute.PosixFilePermission;
1051:             1             88  [Lorg.springframework.boot.ansi.AnsiColor;
1052:             4             88  [Lorg.springframework.core.MethodParameter;
1053:             1             88  org.springframework.boot.autoconfigure.web.ServerProperties$Tomcat
1054:             1             88  org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$EnableWebMvcConfiguration$$EnhancerBySpringCGLIB$$2aa29661
1055:             1             88  org.springframework.boot.loader.LaunchedURLClassLoader
1056:             1             88  org.springframework.jmx.export.annotation.AnnotationMBeanExporter
1057:             1             88  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping
1058:             1             88  sun.misc.Launcher$ExtClassLoader
1059:             1             88  sun.nio.cs.CharsetMapping
1060:             2             80  [F
1061:             1             80  [Ljava.nio.ByteBuffer;
1062:             1             80  [Ljava.time.temporal.ChronoUnit;
1063:             2             80  [Ljava.util.stream.StreamOpFlag$Type;
1064:             2             80  [Ljavax.servlet.DispatcherType;
1065:             2             80  [Ljavax.validation.executable.ExecutableType;
1066:             1             80  [Ljavax.websocket.CloseReason$CloseCodes;
1067:             2             80  [Lorg.springframework.context.annotation.FilterType;
1068:             4             80  [Lorg.springframework.core.annotation.AnnotationAttributes;
1069:             2             80  [Lorg.springframework.http.HttpStatus$Series;
1070:             2             80  [[S
1071:             5             80  com.fasterxml.jackson.databind.deser.BeanDeserializerFactory
1072:             5             80  com.fasterxml.jackson.databind.ser.BeanSerializerFactory
1073:             5             80  com.fasterxml.jackson.databind.type.TypeParser
1074:             2             80  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$TabularMapping
1075:             2             80  com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl$ElementStack2
1076:             2             80  com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDDescription
1077:             2             80  com.sun.org.apache.xerces.internal.impl.validation.ValidationState
1078:             5             80  com.sun.proxy.$Proxy56
1079:             2             80  java.io.BufferedInputStream
1080:             2             80  java.io.BufferedWriter
1081:             2             80  java.io.ExpiringCache
1082:             5             80  java.util.Collections$UnmodifiableMap$UnmodifiableEntrySet
1083:             5             80  java.util.EnumMap$EntrySet
1084:             5             80  java.util.Hashtable$EntrySet
1085:             2             80  java.util.Locale$Category
1086:             5             80  java.util.concurrent.atomic.AtomicMarkableReference
1087:             2             80  java.util.regex.Pattern$Loop
1088:             2             80  jdk.xml.internal.JdkXmlFeatures$XmlFeature
1089:             1             80  org.apache.catalina.startup.Tomcat$1
1090:             1             80  org.apache.catalina.webresources.StandardRoot
1091:             2             80  org.hibernate.validator.internal.metadata.core.AnnotationProcessingOptionsImpl
1092:             2             80  org.springframework.boot.context.properties.bind.Binder$Context
1093:             2             80  org.springframework.context.event.SimpleApplicationEventMulticaster
1094:             1             80  org.springframework.context.support.PropertySourcesPlaceholderConfigurer
1095:             5             80  org.springframework.web.accept.HeaderContentNegotiationStrategy
1096:             1             80  org.springframework.web.servlet.handler.BeanNameUrlHandlerMapping
1097:             1             80  org.springframework.web.servlet.mvc.method.annotation.ExceptionHandlerExceptionResolver
1098:             2             80  sun.management.MemoryManagerImpl
1099:             2             80  sun.misc.Cleaner
1100:             2             80  sun.misc.URLClassPath$1
1101:             1             80  sun.net.www.protocol.jar.URLJarFile
1102:             1             72  [Ljava.lang.invoke.LambdaFormEditor$Transform$Kind;
1103:             1             72  [Ljavax.management.openmbean.SimpleType;
1104:             3             72  [Ljavax.validation.constraintvalidation.ValidationTarget;
1105:             2             72  [Lorg.springframework.boot.web.servlet.DispatcherType;
1106:             2             72  [Lsun.security.jca.ProviderConfig;
1107:             1             72  ch.qos.logback.core.ConsoleAppender
1108:             3             72  ch.qos.logback.core.pattern.FormatInfo
1109:             3             72  ch.qos.logback.core.spi.FilterReply
1110:             3             72  ch.qos.logback.core.subst.Tokenizer$TokenizerState
1111:             3             72  com.fasterxml.jackson.databind.PropertyName
1112:             3             72  com.fasterxml.jackson.databind.ser.std.NumberSerializer
1113:             3             72  com.fasterxml.jackson.datatype.jsr310.deser.JSR310StringParsableDeserializer
1114:             1             72  com.fasterxml.jackson.module.paramnames.ParameterNamesModule
1115:             3             72  java.lang.annotation.RetentionPolicy
1116:             3             72  java.security.SecurityPermission
1117:             3             72  java.time.format.ResolverStyle
1118:             3             72  java.util.Currency
1119:             1             72  java.util.ResourceBundle$RBClassLoader
1120:             3             72  java.util.logging.LogManager$5
1121:             1             72  java.util.logging.LogManager$RootLogger
1122:             3             72  java.util.regex.Pattern$Prolog
1123:             3             72  java.util.stream.Collector$Characteristics
1124:             3             72  java.util.stream.FindOps$FindSink$OfRef
1125:             3             72  java.util.stream.MatchOps$MatchKind
1126:             3             72  javax.servlet.SessionTrackingMode
1127:             1             72  org.apache.catalina.core.StandardService
1128:             3             72  org.apache.tomcat.util.net.AbstractEndpoint$BindState
1129:             3             72  org.hibernate.validator.internal.metadata.raw.ConfigurationSource
1130:             3             72  org.hibernate.validator.internal.util.ConcurrentReferenceHashMap$ReferenceType
1131:             3             72  org.hibernate.validator.resourceloading.PlatformResourceBundleLocator
1132:             3             72  org.springframework.beans.factory.annotation.Autowire
1133:             3             72  org.springframework.beans.factory.config.EmbeddedValueResolver
1134:             3             72  org.springframework.beans.factory.config.YamlProcessor$ResolutionMethod
1135:             3             72  org.springframework.boot.Banner$Mode
1136:             1             72  org.springframework.boot.SpringApplication
1137:             3             72  org.springframework.boot.WebApplicationType
1138:             3             72  org.springframework.boot.ansi.AnsiOutput$Enabled
1139:             3             72  org.springframework.boot.autoconfigure.condition.ConditionalOnWebApplication$Type
1140:             3             72  org.springframework.boot.autoconfigure.condition.SearchStrategy
1141:             3             72  org.springframework.boot.autoconfigure.web.ErrorProperties$IncludeStacktrace
1142:             1             72  org.springframework.boot.autoconfigure.web.ServerProperties
1143:             3             72  org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter$$EnhancerBySpringCGLIB$$cca66146$$FastClassBySpringCGLIB$$5e881c8b
1144:             3             72  org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter$$FastClassBySpringCGLIB$$99958c00
1145:             1             72  org.springframework.boot.autoconfigure.web.servlet.WelcomePageHandlerMapping
1146:             3             72  org.springframework.boot.autoconfigure.web.servlet.error.ErrorMvcAutoConfiguration$$EnhancerBySpringCGLIB$$eb614b66$$FastClassBySpringCGLIB$$30eab01f
1147:             3             72  org.springframework.boot.autoconfigure.web.servlet.error.ErrorMvcAutoConfiguration$$FastClassBySpringCGLIB$$75715220
1148:             3             72  org.springframework.boot.context.properties.source.ConfigurationPropertyState
1149:             1             72  org.springframework.boot.jackson.JsonComponentModule
1150:             3             72  org.springframework.boot.loader.jar.JarFile$JarFileType
1151:             3             72  org.springframework.boot.origin.TextResourceOrigin
1152:             3             72  org.springframework.boot.origin.TextResourceOrigin$Location
1153:             3             72  org.springframework.core.NamedThreadLocal
1154:             3             72  org.springframework.core.env.MapPropertySource
1155:             3             72  org.springframework.core.env.MutablePropertySources
1156:             3             72  org.springframework.core.type.classreading.CachingMetadataReaderFactory
1157:             3             72  org.springframework.expression.spel.SpelCompilerMode
1158:             3             72  org.springframework.format.datetime.standard.DateTimeFormatterRegistrar$Type
1159:             3             72  org.springframework.http.converter.ByteArrayHttpMessageConverter
1160:             3             72  org.springframework.jmx.support.RegistrationPolicy
1161:             3             72  org.springframework.util.LinkedCaseInsensitiveMap
1162:             3             72  org.springframework.web.context.support.ServletContextResource
1163:             3             72  org.springframework.web.method.support.HandlerMethodArgumentResolverComposite
